,Scientific.Name,seqs,Species.Group,CRPR,Literature.Count,area
2140,Eleocharis obtusa,21,Flowering Plants - Monocots,native,1462,136567.8168
2141,Eleocharis ovata,70,Flowering Plants - Monocots,native,1250,274653.0538
2142,Eleocharis pachycarpa,4,Flowering Plants - Monocots,weed,120,1806.452605
2143,Eleocharis palustris,235,Flowering Plants - Monocots,native,11755,2499191.048
2144,Eleocharis parishii,4,Flowering Plants - Monocots,native,95,66007.77813
2145,Eleocharis parvula,24,Flowering Plants - Monocots,4.3,1239,109507.1568
2146,Eleocharis quadrangulata,12,Flowering Plants - Monocots,weed,553,13114.84591
2147,Eleocharis quinqueflora,82,Flowering Plants - Monocots,native,806.68,983035.3778
2148,Eleocharis radicans,7,Flowering Plants - Monocots,native,850,5744.519284
2149,Eleocharis rostellata,13,Flowering Plants - Monocots,native,638,46028.41234
2150,Eleocharis suksdorfiana,6,Flowering Plants - Monocots,native,5,11886.45813
2151,Eleocharis tenuis var. tenuis,0,Flowering Plants - Monocots,weed,34,4407.744356
2152,Eleocharis torticulmis,5,Flowering Plants - Monocots,1B.3,6,505.806729
2153,Eleusine indica,709,Flowering Plants - Monocots,weed,21900,162869.7669
2154,Eleusine tristachya,66,Flowering Plants - Monocots,weed,679,66983.26259
2155,Elodea bifoliata,3,Flowering Plants - Monocots,native,70,11127.74804
2156,Elodea canadensis,127,Flowering Plants - Monocots,native,20396,1648929.937
2157,Elodea nuttallii,207047,Flowering Plants - Monocots,native,5381,665135.8486
2158,Elymus californicus,14,Flowering Plants - Monocots,4.3,117,2781.93701
2159,Elymus elymoides,111,Flowering Plants - Monocots,native,5923,191700.7503
2160,Elymus glaucus,141,Flowering Plants - Monocots,native,2930,146431.048
2161,Elymus multisetus,48,Flowering Plants - Monocots,native,624,54880.0301
2162,Elymus repens,501,Flowering Plants - Monocots,weed,43300,155969.1179
2163,Elymus scribneri,31,Flowering Plants - Monocots,2B.3,286,19473.55907
2164,Elymus sierrae,10,Flowering Plants - Monocots,native,39,1878.710709
2165,Elymus stebbinsii,1,Flowering Plants - Monocots,native,2416,4299.357197
2166,Emex australis,4,Flowering Plants - Dicots,weed,1060,3865.808575
2167,Emex spinosa,18,Flowering Plants - Dicots,weed,1570,25037.43309
2168,Emmenanthe penduliflora var. penduliflora,4,Flowering Plants - Dicots,native,9,17847.75174
2169,Emmenanthe penduliflora var. rosea,1,Flowering Plants - Dicots,native,15,3034.840374
2170,Empetrum nigrum,307,Flowering Plants - Dicots,2B.2,17909,1914731.373
2171,Encelia californica,24,Flowering Plants - Dicots,native,772,48810.34935
2172,Encelia farinosa,71,Flowering Plants - Dicots,weed,3460,39236.15058
2173,Encelia frutescens,15,Flowering Plants - Dicots,native,321,33130.34075
2174,Encelia virginensis,5,Flowering Plants - Dicots,native,238,13909.68505
2175,Enceliopsis covillei,7,Flowering Plants - Dicots,1B.2,33,1264.516823
2176,Enceliopsis nudicaulis,8,Flowering Plants - Dicots,native,139,9610.327851
2177,Enemion occidentale,1,Flowering Plants - Dicots,native,21,9863.231216
2178,Enemion stipitatum,3,Flowering Plants - Dicots,native,15,3793.550468
2179,Enneapogon desvauxii,22,Flowering Plants - Monocots,2B.2,618,73089.07234
2180,Ephedra californica,22,Conifers and relatives - Gnetophytes,native,388,49063.25271
2181,Ephedra funerea,21,Conifers and relatives - Gnetophytes,native,74,7587.100935
2182,Ephedra nevadensis,25,Conifers and relatives - Gnetophytes,native,1591,53868.41664
2183,Ephedra trifurca,36,Conifers and relatives - Gnetophytes,native,1080,51845.18972
2184,Ephedra viridis,28,Conifers and relatives - Gnetophytes,native,1455,95597.47178
2185,Epilobium anagallidifolium,14,Flowering Plants - Dicots,native,733,459272.5099
2186,Epilobium brachycarpum,8,Flowering Plants - Dicots,native,1159,222554.9608
2187,Epilobium canum,9,Flowering Plants - Dicots,native,537,114059.4174
2188,Epilobium ciliatum,36,Flowering Plants - Dicots,native,3030,1808259.056
2189,Epilobium clavatum,2,Flowering Plants - Dicots,native,64,13150.97495
2190,Epilobium cleistogamum,0,Flowering Plants - Dicots,native,30,7587.100935
2191,Epilobium densiflorum,8,Flowering Plants - Dicots,native,207,68789.71514
2192,Epilobium foliosum,6,Flowering Plants - Dicots,native,22,10116.13458
2193,Epilobium glaberrimum,4,Flowering Plants - Dicots,native,134,13403.87832
2194,Epilobium howellii,0,Flowering Plants - Dicots,4.3,20,180.6452605
2195,Epilobium lactiflorum,5,Flowering Plants - Dicots,native,199,296149.8398
2196,Epilobium leptophyllum,12,Flowering Plants - Dicots,weed,307,33419.37319
2197,Epilobium luteum,3,Flowering Plants - Dicots,2B.3,138,17450.33215
2198,Epilobium minutum,4,Flowering Plants - Dicots,native,314,9357.424487
2199,Epilobium nivium,1,Flowering Plants - Dicots,1B.2,15,505.806729
2200,Epilobium obcordatum,6,Flowering Plants - Dicots,native,132,18209.04224
2201,Epilobium oreganum,1,Flowering Plants - Dicots,1B.2,54,4552.260561
2202,Epilobium oregonense,0,Flowering Plants - Dicots,native,49,18209.04224
2203,Epilobium pallidum,0,Flowering Plants - Dicots,native,19,4046.453832
2204,Epilobium palustre,56,Flowering Plants - Dicots,2B.3,4960,2653462.1
2205,Epilobium rigidum,5,Flowering Plants - Dicots,4.3,35,2529.033645
2206,Epilobium saximontanum,2,Flowering Plants - Dicots,native,87,17956.13888
2207,Epilobium septentrionale,0,Flowering Plants - Dicots,4.3,13,3540.647103
2208,Epilobium siskiyouense,0,Flowering Plants - Dicots,1B.3,18,1770.323552
2209,Epilobium torreyi,5,Flowering Plants - Dicots,native,84,23520.0129
2210,Epipactis gigantea,11,Flowering Plants - Monocots,native,576,71571.65215
2211,Epipactis helleborine,588,Flowering Plants - Monocots,weed,7610,149104.598
2212,Equisetum arvense,211,Ferns and relatives - Horsetails,native,27400,505.806729
2213,Equisetum laevigatum,16,Ferns and relatives - Horsetails,native,155.01,231659.4819
2214,Equisetum palustre,43,Ferns and relatives - Horsetails,3,7770,2848197.691
2215,Eragrostis barrelieri,16,Flowering Plants - Monocots,weed,620,64779.39042
2216,Eragrostis cilianensis,57,Flowering Plants - Monocots,weed,3084,212547.2135
2217,Eragrostis curvula,13339,Flowering Plants - Monocots,weed,8964,95778.11712
2218,Eragrostis hypnoides,6,Flowering Plants - Monocots,native,698,73089.07234
2219,Eragrostis lehmanniana,10,Flowering Plants - Monocots,weed,2810,30384.53282
2220,Eragrostis lutescens,1,Flowering Plants - Monocots,native,21,758.7100935
2221,Eragrostis mexicana,27,Flowering Plants - Monocots,native,552,130498.1361
2222,Eragrostis minor,100,Flowering Plants - Monocots,weed,3225,127499.4249
2223,Eragrostis pectinacea,43,Flowering Plants - Monocots,native,1040,288056.9322
2224,Eragrostis pectinacea var. miserrima,2,Flowering Plants - Monocots,native,84,9501.940702
2225,Eragrostis pectinacea var. pectinacea,2,Flowering Plants - Monocots,native,98,288056.9322
2226,Eragrostis pilosa var. pilosa,0,Flowering Plants - Monocots,weed,52,0
2227,Eremalche exilis,17,Flowering Plants - Dicots,native,61,26807.75664
2228,Eremalche parryi,44,Flowering Plants - Dicots,native,42,8598.714393
2229,Eremalche rotundifolia,15,Flowering Plants - Dicots,native,116,42487.76524
2230,Eremogone aculeata,14,Flowering Plants - Dicots,native,112,16438.71869
2231,Eremogone cliftonii,1,Flowering Plants - Dicots,1B.3,7,1770.323552
2232,Eremogone congesta,20,Flowering Plants - Dicots,native,412,28072.27346
2233,Eremogone congesta var. charlestonensis,0,Flowering Plants - Dicots,1B.3,4,108.3871563
2234,Eremogone congesta var. congesta,1,Flowering Plants - Dicots,native,32,16185.81533
2235,Eremogone congesta var. crassula,1,Flowering Plants - Dicots,native,6,1264.516823
2236,Eremogone congesta var. simulans,1,Flowering Plants - Dicots,native,4,1011.613458
2237,Eremogone congesta var. subcongesta,1,Flowering Plants - Dicots,native,10,4805.163926
2238,Eremogone congesta var. suffrutescens,1,Flowering Plants - Dicots,native,11,2781.93701
2239,Eremogone ferrisiae,1,Flowering Plants - Dicots,native,12,5310.970655
2240,Eremogone kingii var. glabrescens,1,Flowering Plants - Dicots,native,31,21749.68935
2241,Eremogone macradenia,2,Flowering Plants - Dicots,native,79,7840.0043
2242,Eremogone macradenia var. arcuifolia,1,Flowering Plants - Dicots,native,8,758.7100935
2243,Eremogone macradenia var. macradenia,1,Flowering Plants - Dicots,native,8,15680.0086
2244,Eremogone ursina,1,Flowering Plants - Dicots,1B.2,39,252.9033645
2245,Eriastrum abramsii,0,Flowering Plants - Dicots,native,10,1264.516823
2246,Eriastrum brandegeeae,0,Flowering Plants - Dicots,1B.1,20,0
2247,Eriastrum densifolium,8,Flowering Plants - Dicots,native,222,30601.3071
2248,Eriastrum diffusum,2,Flowering Plants - Dicots,native,206,40717.44168
2249,Eriastrum ertterae,0,Flowering Plants - Dicots,1B.1,5,108.3871563
2250,Eriastrum filifolium,2,Flowering Plants - Dicots,native,29,18461.94561
2251,Eriastrum hooveri,2,Flowering Plants - Dicots,4.2,71,3034.840374
2252,Eriastrum luteum,2,Flowering Plants - Dicots,1B.2,13,2529.033645
2253,Eriastrum pluriflorum,2,Flowering Plants - Dicots,native,23,252.9033645
2254,Eriastrum rosamondense,0,Flowering Plants - Dicots,1B.1,7,216.7743126
2255,Eriastrum sapphirinum,3,Flowering Plants - Dicots,native,39,27060.66
2256,Eriastrum sparsiflorum,2,Flowering Plants - Dicots,4.3,79,6828.390842
2257,Eriastrum virgatum,2,Flowering Plants - Dicots,4.3,10,3034.840374
2258,Eriastrum wilcoxii,8,Flowering Plants - Dicots,native,44,27060.66
2259,Erica lusitanica,13,Flowering Plants - Dicots,weed,643,132015.5563
2260,Ericameria arborescens,2,Flowering Plants - Dicots,native,119,20738.07589
2261,Ericameria bloomeri,4,Flowering Plants - Dicots,native,145,31865.82393
2262,Ericameria brachylepis,2,Flowering Plants - Dicots,native,32,22002.59271
2263,Ericameria cuneata,2,Flowering Plants - Dicots,native,85,16691.62206
2264,Ericameria cuneata var. cuneata,1,Flowering Plants - Dicots,native,6,7587.100935
2265,Ericameria cuneata var. macrocephala,1,Flowering Plants - Dicots,1B.3,5,505.806729
2266,Ericameria cuneata var. spathulata,1,Flowering Plants - Dicots,native,9,3287.743739
2267,Ericameria discoidea,17,Flowering Plants - Dicots,native,130,15932.91196
2268,Ericameria ericoides,3,Flowering Plants - Dicots,native,312,14668.39514
2269,Ericameria fasciculata,2,Flowering Plants - Dicots,1B.1,36,505.806729
2270,Ericameria gilmanii,2,Flowering Plants - Dicots,1B.3,19,758.7100935
2271,Ericameria greenei,6,Flowering Plants - Dicots,native,66,12392.26486
2272,Ericameria laricifolia,2,Flowering Plants - Dicots,native,315,33889.05084
2273,Ericameria linearifolia,5,Flowering Plants - Dicots,native,340,68031.00505
2274,Ericameria nana,2,Flowering Plants - Dicots,4.3,75,7081.294206
2275,Ericameria nauseosa,21,Flowering Plants - Dicots,native,5710,220025.9271
2276,Ericameria nauseosa var. bernardina,2,Flowering Plants - Dicots,native,8,3793.550468
2277,Ericameria nauseosa var. ceruminosa,1,Flowering Plants - Dicots,native,3,2023.226916
2278,Ericameria nauseosa var. hololeuca,1,Flowering Plants - Dicots,native,73,13909.68505
2279,Ericameria nauseosa var. leiosperma,1,Flowering Plants - Dicots,native,10,2529.033645
2280,Ericameria nauseosa var. mohavensis,1,Flowering Plants - Dicots,native,32,13150.97495
2281,Ericameria nauseosa var. oreophila,1,Flowering Plants - Dicots,native,201,28072.27346
2282,Ericameria nauseosa var. speciosa,1,Flowering Plants - Dicots,native,106,36418.08449
2283,Ericameria nauseosa var. washoensis,0,Flowering Plants - Dicots,native,0,397.4195731
2284,Ericameria ophitidis,2,Flowering Plants - Dicots,4.3,15,1264.516823
2285,Ericameria palmeri,2,Flowering Plants - Dicots,native,91,10874.84467
2286,Ericameria palmeri var. pachylepis,1,Flowering Plants - Dicots,native,9,10874.84467
2287,Ericameria palmeri var. palmeri,1,Flowering Plants - Dicots,1B.1,26,5058.06729
2288,Ericameria paniculata,3,Flowering Plants - Dicots,native,230,15427.10523
2289,Ericameria parryi,4,Flowering Plants - Dicots,native,294,7334.197571
2290,Ericameria parryi var. aspera,1,Flowering Plants - Dicots,native,9,3287.743739
2291,Ericameria parryi var. imula,0,Flowering Plants - Dicots,native,4,144.5162084
2292,Ericameria parryi var. latior,1,Flowering Plants - Dicots,native,1,2781.93701
2293,Ericameria parryi var. monocephala,0,Flowering Plants - Dicots,native,10,469.6776773
2294,Ericameria parryi var. nevadensis,1,Flowering Plants - Dicots,native,7,3793.550468
2295,Ericameria parryi var. vulcanica,1,Flowering Plants - Dicots,native,5,2276.130281
2296,Ericameria pinifolia,2,Flowering Plants - Dicots,native,74,14921.29851
2297,Ericameria suffruticosa,5,Flowering Plants - Dicots,native,67,11380.6514
2298,Ericameria teretifolia,3,Flowering Plants - Dicots,native,175,10621.94131
2299,Erigeron aequifolius,1,Flowering Plants - Dicots,1B.3,14,252.9033645
2300,Erigeron algidus,1,Flowering Plants - Dicots,native,29,6575.487477
2301,Erigeron aliceae,0,Flowering Plants - Dicots,native,44,12898.07159
2302,Erigeron annuus,117,Flowering Plants - Dicots,weed,12870,97765.21498
2303,Erigeron aphanactis,0,Flowering Plants - Dicots,native,74,15174.20187
2304,Erigeron aphanactis var. aphanactis,1,Flowering Plants - Dicots,native,5,10621.94131
2305,Erigeron aphanactis var. congestus,1,Flowering Plants - Dicots,native,4,1011.613458
2306,Erigeron argentatus,0,Flowering Plants - Dicots,native,33,6069.680748
2307,Erigeron barbellulatus,0,Flowering Plants - Dicots,native,9,2276.130281
2308,Erigeron biolettii,1,Flowering Plants - Dicots,3,10,758.7100935
2309,Erigeron blochmaniae,1,Flowering Plants - Dicots,1B.2,19,1770.323552
2310,Erigeron bloomeri,1,Flowering Plants - Dicots,native,74,1264.516823
2311,Erigeron bloomeri var. bloomeri,1,Flowering Plants - Dicots,native,8,19726.46243
2312,Erigeron bloomeri var. nudatus,1,Flowering Plants - Dicots,2B.3,9,1770.323552
2313,Erigeron breweri,1,Flowering Plants - Dicots,native,41,11886.45813
2314,Erigeron breweri var. bisanctus,1,Flowering Plants - Dicots,native,3,1517.420187
2315,Erigeron breweri var. breweri,1,Flowering Plants - Dicots,native,3,2781.93701
2316,Erigeron breweri var. covillei,1,Flowering Plants - Dicots,native,3,6322.584113
2317,Erigeron breweri var. jacinteus,1,Flowering Plants - Dicots,4.3,7,1770.323552
2318,Erigeron breweri var. porphyreticus,1,Flowering Plants - Dicots,native,6,5563.874019
2319,Erigeron calvus,0,Flowering Plants - Dicots,1B.1,5,0
2320,Erigeron cervinus,1,Flowering Plants - Dicots,4.3,25,3793.550468
2321,Erigeron clokeyi var. pinzliae,1,Flowering Plants - Dicots,native,2,4046.453832
2322,Erigeron compactus,1,Flowering Plants - Dicots,2B.3,20,2529.033645
2323,Erigeron compositus,60,Flowering Plants - Dicots,native,765,117600.0645
2324,Erigeron concinnus var. concinnus,1,Flowering Plants - Dicots,native,5,8345.811029
2325,Erigeron coulteri,1,Flowering Plants - Dicots,native,111,35659.37439
2326,Erigeron divergens,8,Flowering Plants - Dicots,native,639,157305.8927
2327,Erigeron eatonii,2,Flowering Plants - Dicots,native,93,6575.487477
2328,Erigeron eatonii var. nevadincola,1,Flowering Plants - Dicots,2B.3,5,2276.130281
2329,Erigeron eatonii var. plantagineus,1,Flowering Plants - Dicots,native,6,252.9033645
2330,Erigeron eatonii var. sonnei,1,Flowering Plants - Dicots,native,1,3540.647103
2331,Erigeron elegantulus,1,Flowering Plants - Dicots,4.3,13,3540.647103
2332,Erigeron elmeri,1,Flowering Plants - Dicots,native,8,1264.516823
2333,Erigeron filifolius,4,Flowering Plants - Dicots,native,150,30854.21047
2334,Erigeron flagellaris,8,Flowering Plants - Dicots,native,382,81181.98
2335,Erigeron foliosus,0,Flowering Plants - Dicots,native,136,21243.88262
2336,Erigeron foliosus var. confinis,1,Flowering Plants - Dicots,native,17,12139.3615
2337,Erigeron foliosus var. foliosus,1,Flowering Plants - Dicots,native,9,35406.47103
2338,Erigeron foliosus var. franciscensis,1,Flowering Plants - Dicots,native,4,1264.516823
2339,Erigeron foliosus var. hartwegii,1,Flowering Plants - Dicots,native,6,4046.453832
2340,Erigeron foliosus var. mendocinus,0,Flowering Plants - Dicots,native,1,469.6776773
2341,Erigeron glaucus,4,Flowering Plants - Dicots,native,680,192206.557
2342,Erigeron inornatus,0,Flowering Plants - Dicots,native,52,4805.163926
2343,Erigeron inornatus var. calidipetris,1,Flowering Plants - Dicots,4.3,2,1770.323552
2344,Erigeron inornatus var. inornatus,1,Flowering Plants - Dicots,native,12,21496.78598
2345,Erigeron inornatus var. keilii,1,Flowering Plants - Dicots,1B.3,4,505.806729
2346,Erigeron karvinskianus,9,Flowering Plants - Dicots,weed,1060,127896.8444
2347,Erigeron lassenianus,1,Flowering Plants - Dicots,native,7,2781.93701
2348,Erigeron lassenianus var. deficiens,1,Flowering Plants - Dicots,1B.3,4,1264.516823
2349,Erigeron lassenianus var. lassenianus,1,Flowering Plants - Dicots,native,2,4805.163926
2350,Erigeron linearis,5,Flowering Plants - Dicots,native,149,37682.60131
2351,Erigeron lonchophyllus,14,Flowering Plants - Dicots,native,172,46787.12243
2352,Erigeron maniopotamicus,1,Flowering Plants - Dicots,1B.2,6,505.806729
2353,Erigeron mariposanus,0,Flowering Plants - Dicots,native,7,0
2354,Erigeron miser,1,Flowering Plants - Dicots,1B.3,18,758.7100935
2355,Erigeron multiceps,1,Flowering Plants - Dicots,1B.2,5,505.806729
2356,Erigeron nivalis,4,Flowering Plants - Dicots,2B.3,32,6575.487477
2357,Erigeron oxyphyllus,1,Flowering Plants - Dicots,2B.3,18,2529.033645
2358,Erigeron parishii,1,Flowering Plants - Dicots,1B.1,115,1264.516823
2359,Erigeron petrophilus,1,Flowering Plants - Dicots,native,30,4805.163926
2360,Erigeron petrophilus var. petrophilus,1,Flowering Plants - Dicots,native,1,2781.93701
2361,Erigeron petrophilus var. sierrensis,1,Flowering Plants - Dicots,4.3,13,3793.550468
