,Scientific.Name,seqs,Species.Group,CRPR,Literature.Count,area
5342,Ruta chalepensis,25,Flowering Plants - Dicots,weed,22930,62214.22772
5343,Saccharum ravennae,219,Flowering Plants - Monocots,weed,1620,32371.63066
5344,Sagina apetala,80,Flowering Plants - Dicots,weed,1823,152717.5032
5345,Sagina procumbens,56,Flowering Plants - Dicots,weed,4670,162580.7345
5346,Sagina saginoides,43,Flowering Plants - Dicots,native,1056,454467.346
5347,Sagina subulata,10,Flowering Plants - Dicots,weed,621,13584.52359
5348,Sagittaria cuneata,36,Flowering Plants - Monocots,native,667,111783.2871
5349,Sagittaria latifolia,139,Flowering Plants - Monocots,native,5380,507829.9559
5350,Sagittaria longiloba,11,Flowering Plants - Monocots,native,137,25543.23981
5351,Sagittaria rigida,19,Flowering Plants - Monocots,weed,390,15643.87956
5352,Sagittaria sanfordii,0,Flowering Plants - Monocots,1B.2,63,3540.647103
5353,Salicornia bigelovii,387,Flowering Plants - Dicots,native,3910,38947.11813
5354,Salicornia depressa,17,Flowering Plants - Dicots,native,159,39452.92486
5355,Salicornia rubra,19,Flowering Plants - Dicots,native,10747,21496.78598
5356,Salix alba,126,Flowering Plants - Dicots,weed,38801,0
5357,Salix babylonica,130,Flowering Plants - Dicots,weed,9650,170456.8678
5358,Salix bebbiana,212,Flowering Plants - Dicots,2B.3,2340,334591.1512
5359,Salix boothii,27,Flowering Plants - Dicots,native,595,25543.23981
5360,Salix brachycarpa var. brachycarpa,15,Flowering Plants - Dicots,2B.3,36,2529.033645
5361,Salix breweri,6,Flowering Plants - Dicots,native,43,8345.811029
5362,Salix delnortensis,6,Flowering Plants - Dicots,4.3,35,2781.93701
5363,Salix drummondiana,48,Flowering Plants - Dicots,native,381,16691.62206
5364,Salix eastwoodiae,7,Flowering Plants - Dicots,native,89,19726.46243
5365,Salix exigua var. hindsiana,3,Flowering Plants - Dicots,native,151,9790.973119
5366,Salix geyeriana,10,Flowering Plants - Dicots,native,575,45016.79888
5367,Salix gooddingii,12,Flowering Plants - Dicots,native,1999,93574.24487
5368,Salix hookeriana,52,Flowering Plants - Dicots,native,438,15932.91196
5369,Salix jepsonii,12,Flowering Plants - Dicots,native,19,7840.0043
5370,Salix laevigata,8,Flowering Plants - Dicots,native,648,90033.59776
5371,Salix lasiolepis,14,Flowering Plants - Dicots,native,2073,142131.6908
5372,Salix lemmonii,10,Flowering Plants - Dicots,native,159,30854.21047
5373,Salix ligulifolia,11,Flowering Plants - Dicots,native,108,17197.42879
5374,Salix lutea,14,Flowering Plants - Dicots,native,473,22761.30281
5375,Salix melanopsis,1918,Flowering Plants - Dicots,native,275,31360.0172
5376,Salix nivalis,38,Flowering Plants - Dicots,2B.3,237,16438.71869
5377,Salix orestera,3,Flowering Plants - Dicots,native,114,14162.58841
5378,Salix petrophila,5,Flowering Plants - Dicots,native,3743,11633.55477
5379,Salix planifolia,120,Flowering Plants - Dicots,native,1582,252.9033645
5380,Salix prolixa,34,Flowering Plants - Dicots,native,75,16438.71869
5381,Salix purpurea,115,Flowering Plants - Dicots,weed,8330,147225.8873
5382,Salix scouleriana,143,Flowering Plants - Dicots,native,1522,758.7100935
5383,Salix sitchensis,196,Flowering Plants - Dicots,native,856,89274.88767
5384,Salix tracyi,3,Flowering Plants - Dicots,native,13,2023.226916
5385,Salpichroa origanifolia,27,Flowering Plants - Dicots,weed,866,41187.11939
5386,Salsola paulsenii,6,Flowering Plants - Dicots,weed,326,7442.584733
5387,Salsola soda,15,Flowering Plants - Dicots,weed,2290,63225.84113
5388,Saltugilia australis,116,Flowering Plants - Dicots,native,49,16691.62206
5389,Saltugilia latimeri,100,Flowering Plants - Dicots,1B.2,24,1264.516823
5390,Salvia aethiopis,24,Flowering Plants - Dicots,weed,1640,122911.0351
5391,Salvia apiana,86,Flowering Plants - Dicots,native,1252,63225.84113
5392,Salvia brandegeei,20,Flowering Plants - Dicots,1B.2,139,4805.163926
5393,Salvia carduacea,36,Flowering Plants - Dicots,native,138,30348.40374
5394,Salvia clevelandii,35,Flowering Plants - Dicots,native,151,26049.04654
5395,Salvia columbariae,60,Flowering Plants - Dicots,native,785,155788.4725
5396,Salvia dorrii,46,Flowering Plants - Dicots,native,377,45775.50897
5397,Salvia dorrii var. dorrii,3,Flowering Plants - Dicots,native,25,13403.87832
5398,Salvia dorrii var. incana,1,Flowering Plants - Dicots,3,15,6322.584113
5399,Salvia dorrii var. pilosa,3,Flowering Plants - Dicots,native,7,14162.58841
5400,Salvia eremostachya,15,Flowering Plants - Dicots,4.3,27,4805.163926
5401,Salvia funerea,20,Flowering Plants - Dicots,4.3,37,7081.294206
5402,Salvia greatae,24,Flowering Plants - Dicots,1B.3,37,1011.613458
5403,Salvia leucophylla,33,Flowering Plants - Dicots,native,1330,28830.98355
5404,Salvia mellifera,73,Flowering Plants - Dicots,native,1890,57661.96711
5405,Salvia mohavensis,35,Flowering Plants - Dicots,native,93,14162.58841
5406,Salvia munzii,33,Flowering Plants - Dicots,2B.2,110,13656.78168
5407,Salvia pachyphylla,28,Flowering Plants - Dicots,native,162,10369.03794
5408,Salvia sonomensis,23,Flowering Plants - Dicots,native,129,19979.3658
5409,Salvia spathacea,40,Flowering Plants - Dicots,native,135,28325.17682
5410,Salvia vaseyi,13,Flowering Plants - Dicots,native,38,6069.680748
5411,Salvia virgata,17,Flowering Plants - Dicots,weed,8790,11091.61899
5412,Salvinia minima,114,Ferns and relatives - Leptosporangiate Ferns,weed,1930,43138.08821
5413,Salvinia molesta,35,Ferns and relatives - Leptosporangiate Ferns,weed,8850,92562.63141
5414,Sambucus racemosa,89,Flowering Plants - Dicots,native,9640,2408398.74
5415,Sambucus racemosa var. melanocarpa,0,Flowering Plants - Dicots,native,142,15932.91196
5416,Sambucus racemosa var. racemosa,1,Flowering Plants - Dicots,native,217,93321.3415
5417,Sanguisorba officinalis,105,Flowering Plants - Dicots,2B.2,15284,1259711.659
5418,Sanicula arctopoides,9,Flowering Plants - Dicots,native,140,17450.33215
5419,Sanicula arguta,3,Flowering Plants - Dicots,native,65,24784.52972
5420,Sanicula bipinnata,6,Flowering Plants - Dicots,native,72,25796.14318
5421,Sanicula bipinnatifida,12,Flowering Plants - Dicots,native,175,73341.97571
5422,Sanicula crassicaulis,23,Flowering Plants - Dicots,native,390,108748.4467
5423,Sanicula graveolens,13,Flowering Plants - Dicots,native,255,30095.50038
5424,Sanicula hoffmannii,3,Flowering Plants - Dicots,4.3,19,4046.453832
5425,Sanicula laciniata,4,Flowering Plants - Dicots,native,21,12392.26486
5426,Sanicula maritima,6,Flowering Plants - Dicots,1B.1,30,1011.613458
5427,Sanicula peckiana,3,Flowering Plants - Dicots,4.3,23,2023.226916
5428,Sanicula saxatilis,2,Flowering Plants - Dicots,1B.2,10,758.7100935
5429,Sanicula tracyi,2,Flowering Plants - Dicots,4.2,17,4046.453832
5430,Sanicula tuberosa,7,Flowering Plants - Dicots,native,72,48051.63926
5431,Santolina chamaecyparissus,70,Flowering Plants - Dicots,weed,2680,122911.0352
5432,Sanvitalia abertii,16,Flowering Plants - Dicots,2B.2,67,42740.6686
5433,Saponaria officinalis,90,Flowering Plants - Dicots,weed,10300,3056337.16
5434,Sarcobatus baileyi,1,Flowering Plants - Dicots,2B.3,139,5058.06729
5435,Sarcobatus vermiculatus,35,Flowering Plants - Dicots,native,4074,87757.46748
5436,Sarcodes sanguinea,18,Flowering Plants - Dicots,native,437,61455.51757
5437,Sarracenia purpurea,83,Flowering Plants - Dicots,weed,4847,167638.8017
5438,Saussurea americana,7,Flowering Plants - Dicots,2B.2,57,11633.55477
5439,Saxifraga cespitosa,97,Flowering Plants - Dicots,2B.3,666,295138.2264
5440,Saxifraga hyperborea,33,Flowering Plants - Dicots,native,891,45522.60561
5441,Saxifraga mertensiana,23,Flowering Plants - Dicots,native,117,44005.18542
5442,Saxifragopsis fragarioides,13,Flowering Plants - Dicots,native,45,2781.93701
5443,Scabiosa atropurpurea,8,Flowering Plants - Dicots,weed,1380,79953.5923
5444,Scabiosa stellata,0,Flowering Plants - Dicots,weed,506,0
5445,Scandix pecten-veneris,25,Flowering Plants - Dicots,weed,2960,117274.9031
5446,Scheuchzeria palustris,79,Flowering Plants - Monocots,2B.1,4336,1113280.611
5447,Schinus molle,73,Flowering Plants - Dicots,weed,13000,597104.8436
5448,Schinus polygamus,0,Flowering Plants - Dicots,weed,1290,0
5449,Schinus terebinthifolius,0,Flowering Plants - Dicots,weed,14207,0
5450,Schismus arabicus,11,Flowering Plants - Monocots,weed,1110,67778.10169
5451,Schismus barbatus,38,Flowering Plants - Monocots,weed,1800,337625.9916
5452,Schoenoplectus acutus var. occidentalis,6,Flowering Plants - Monocots,native,151,39958.73159
5453,Schoenoplectus americanus,35,Flowering Plants - Monocots,native,8030,26049.04654
5454,Schoenoplectus californicus,7,Flowering Plants - Monocots,native,5390,70054.23197
5455,Schoenoplectus heterochaetus,9,Flowering Plants - Monocots,2B.1,190,8092.907664
5456,Schoenoplectus pungens var. longispicatus,4,Flowering Plants - Monocots,native,1023,26049.04654
5457,Schoenoplectus subterminalis,9,Flowering Plants - Monocots,2B.3,720,35659.37439
5458,Schoenoplectus tabernaemontani,43,Flowering Plants - Monocots,native,4980,1199773.561
5459,Schoenoplectus triqueter,36,Flowering Plants - Monocots,weed,2289,46100.67048
5460,Schoenus nigricans,23,Flowering Plants - Monocots,2B.2,4190,515417.0569
5461,Scirpus congdonii,0,Flowering Plants - Monocots,native,32,16185.81533
5462,Scirpus cyperinus,26,Flowering Plants - Monocots,weed,2410,117021.9998
5463,Scirpus diffusus,1,Flowering Plants - Monocots,native,5,3287.743739
5464,Scirpus microcarpus,37,Flowering Plants - Monocots,native,928,212691.7295
5465,Scirpus pendulus,22,Flowering Plants - Monocots,2B.2,372,85228.43384
5466,Sclerocactus polyancistrus,3,Flowering Plants - Dicots,4.2,115,4299.357197
5467,Sclerochloa dura,30,Flowering Plants - Monocots,weed,879,52314.86744
5468,Sclerolinon digynum,22,Flowering Plants - Dicots,native,22,2023.226916
5469,Scleropogon brevifolius,27,Flowering Plants - Monocots,2B.3,695,36418.08449
5470,Scoliopus bigelovii,16,Flowering Plants - Monocots,native,123,17450.33215
5471,Scolymus hispanicus,25,Flowering Plants - Dicots,weed,3050,142818.143
5472,Scopulophila rixfordii,7,Flowering Plants - Dicots,native,32,4805.163926
5473,Scorzonera hispanica,19,Flowering Plants - Dicots,weed,2540,78833.59168
5474,Scribneria bolanderi,8,Flowering Plants - Monocots,native,43,24278.72299
5475,Scrophularia atrata,3,Flowering Plants - Dicots,1B.2,32,2781.93701
5476,Scrophularia californica,48,Flowering Plants - Dicots,native,459,86745.85402
5477,Scrophularia desertorum,7,Flowering Plants - Dicots,native,31,11886.45813
5478,Scrophularia lanceolata,19,Flowering Plants - Dicots,native,358,113553.6107
5479,Scrophularia villosa,16,Flowering Plants - Dicots,1B.2,19,433.5486252
5480,Scutellaria antirrhinoides,3,Flowering Plants - Dicots,native,40,28072.27346
5481,Scutellaria bolanderi,8,Flowering Plants - Dicots,native,40,2781.93701
5482,Scutellaria californica,1,Flowering Plants - Dicots,native,43,21496.78598
5483,Scutellaria galericulata,43,Flowering Plants - Dicots,2B.2,5640,2631965.314
5484,Scutellaria lateriflora,46,Flowering Plants - Dicots,2B.2,3380,240764.003
5485,Scutellaria nana,3,Flowering Plants - Dicots,native,91,14415.49178
5486,Scutellaria tuberosa,3,Flowering Plants - Dicots,native,57,46281.3157
5487,Searsia lancea,11,Flowering Plants - Dicots,weed,1467,20810.33401
5488,Secale cereale,67541,Flowering Plants - Monocots,weed,80700,176237.5161
5489,Sedella leiocarpa,0,Flowering Plants - Dicots,1B.1,22,36.1290521
5490,Sedella pentandra,1,Flowering Plants - Dicots,native,10,1011.613458
5491,Sedella pumila,6,Flowering Plants - Dicots,native,47,10369.03794
5492,Sedum albomarginatum,1,Flowering Plants - Dicots,1B.2,21,252.9033645
5493,Sedum album,91,Flowering Plants - Dicots,weed,6340,137543.3013
5494,Sedum citrinum,1,Flowering Plants - Dicots,1B.2,10,758.7100935
5495,Sedum divergens,5,Flowering Plants - Dicots,2B.3,102,35659.37439
5496,Sedum lanceolatum,105,Flowering Plants - Dicots,native,774,758.7100935
5497,Sedum laxum,1,Flowering Plants - Dicots,native,64,4046.453832
5498,Sedum niveum,1,Flowering Plants - Dicots,4.2,27,4046.453832
5499,Sedum oblanceolatum,1,Flowering Plants - Dicots,1B.1,19,758.7100935
5500,Sedum obtusatum,2,Flowering Plants - Dicots,native,97,17450.33215
5501,Sedum oreganum,4,Flowering Plants - Dicots,native,128,7840.0043
5502,Sedum oregonense,5,Flowering Plants - Dicots,native,43,12645.16823
5503,Sedum praealtum,0,Flowering Plants - Dicots,weed,682,9538.069754
5504,Sedum radiatum,1,Flowering Plants - Dicots,native,36,8851.617758
5505,Sedum spathulifolium,7,Flowering Plants - Dicots,native,344,92815.53477
5506,Sedum stenopetalum,3,Flowering Plants - Dicots,native,379,46281.3157
5507,Selaginella asprella,2,Ferns and relatives - Spikemosses and Quillworts,4.3,42,6828.390842
5508,Selaginella bigelovii,8,Ferns and relatives - Spikemosses and Quillworts,native,137,53109.70655
5509,Selaginella cinerascens,4,Ferns and relatives - Spikemosses and Quillworts,4.1,65,7081.294206
5510,Selaginella eremophila,6,Ferns and relatives - Spikemosses and Quillworts,2B.2,53,7081.294206
5511,Selaginella hansenii,2,Ferns and relatives - Spikemosses and Quillworts,native,37,12392.26486
5512,Selaginella kraussiana,71,Ferns and relatives - Spikemosses and Quillworts,weed,1380,38874.86006
5513,Selaginella leucobryoides,4,Ferns and relatives - Spikemosses and Quillworts,4.3,20,2276.130281
5514,Selaginella oregana,6,Ferns and relatives - Spikemosses and Quillworts,native,71,14162.58841
5515,Selaginella wallacei,27,Ferns and relatives - Spikemosses and Quillworts,native,226,64490.35795
5516,Selaginella watsonii,4,Ferns and relatives - Spikemosses and Quillworts,native,79,19726.46243
5517,Senecio aphanactis,5,Flowering Plants - Dicots,2B.2,48,16944.52542
5518,Senecio aronicoides,1,Flowering Plants - Dicots,native,38,20485.17252
5519,Senecio astephanus,1,Flowering Plants - Dicots,4.3,11,2023.226916
5520,Senecio blochmaniae,1,Flowering Plants - Dicots,4.2,33,2529.033645
5521,Senecio californicus,2,Flowering Plants - Dicots,native,41,25543.23981
5522,Senecio clarkianus,1,Flowering Plants - Dicots,native,8,3793.550468
5523,Senecio elegans,8,Flowering Plants - Dicots,weed,435,25940.65941
5524,Senecio flaccidus,18,Flowering Plants - Dicots,native,250,64743.26131
5525,Senecio flaccidus var. douglasii,2,Flowering Plants - Dicots,native,414,50580.6729
5526,Senecio flaccidus var. monoensis,1,Flowering Plants - Dicots,native,24,50833.57626
5527,Senecio fremontii,4,Flowering Plants - Dicots,native,155,21496.78598
5528,Senecio fremontii var. fremontii,1,Flowering Plants - Dicots,native,3,6828.390842
5529,Senecio fremontii var. occidentalis,1,Flowering Plants - Dicots,native,6,1517.420187
5530,Senecio hydrophiloides,3,Flowering Plants - Dicots,4.2,58,13403.87832
5531,Senecio hydrophilus,1,Flowering Plants - Dicots,native,90,22255.49608
5532,Senecio integerrimus,24,Flowering Plants - Dicots,native,604,84722.62711
5533,Senecio integerrimus var. exaltatus,7,Flowering Plants - Dicots,native,38,66007.77813
5534,Senecio integerrimus var. major,1,Flowering Plants - Dicots,native,19,13150.97495
5535,Senecio integerrimus var. ochroleucus,1,Flowering Plants - Dicots,native,3,6069.680748
5536,Senecio jacobaea,109,Flowering Plants - Dicots,weed,12510,263778.2092
5537,Senecio lyonii,0,Flowering Plants - Dicots,native,25,1517.420187
5538,Senecio mohavensis,13,Flowering Plants - Dicots,native,60,22508.39944
5539,Senecio pattersonensis,1,Flowering Plants - Dicots,1B.3,9,758.7100935
5540,Senecio scorzonella,1,Flowering Plants - Dicots,native,21,8345.811029
5541,Senecio serra var. serra,1,Flowering Plants - Dicots,native,9,10621.94131
5542,Senecio spartioides,5,Flowering Plants - Dicots,native,256,36670.98785
5543,Senecio sylvaticus,17,Flowering Plants - Dicots,weed,1980,141083.9485
5544,Senecio triangularis,11,Flowering Plants - Dicots,native,998,157305.8927
5545,Senecio vulgaris,2137,Flowering Plants - Dicots,weed,19200,160629.7656
5546,Senna armata,6,Flowering Plants - Dicots,native,232,28578.08019
5547,Senna artemisioides,6,Flowering Plants - Dicots,weed,906,126885.231
5548,Senna covesii,6,Flowering Plants - Dicots,2B.2,274,47545.83253
5549,Senna didymobotrya,17,Flowering Plants - Dicots,weed,1506,59901.96838
5550,Senna marilandica,84,Flowering Plants - Dicots,weed,776,32371.63068
5551,Sequoia sempervirens,107,Conifers and relatives - Conifers,native,14700,144154.9178
5552,Sequoiadendron giganteum,78,Conifers and relatives - Conifers,native,4920,179055.5821
5553,Sesbania punicea,14,Flowering Plants - Dicots,weed,1383,79917.46318
5554,Sesuvium verrucosum,48,Flowering Plants - Dicots,native,379,68789.71514
5555,Setaria adhaerens,23,Flowering Plants - Monocots,weed,348,28830.98358
5556,Setaria faberi,80,Flowering Plants - Monocots,weed,5800,120634.905
5557,Setaria parviflora,43,Flowering Plants - Monocots,native,4515,530338.3554
5558,Setaria sphacelata,39,Flowering Plants - Monocots,weed,6000,88335.53238
5559,Setaria verticillata,112,Flowering Plants - Monocots,weed,4694,150441.3729
5560,Setaria viridis,304688,Flowering Plants - Monocots,weed,23.1,170023.3192
5561,Shepherdia argentea,26,Flowering Plants - Dicots,native,1750,63225.84113
5562,Shepherdia canadensis,34,Flowering Plants - Dicots,2B.1,3480,321693.0796
5563,Sherardia arvensis,35,Flowering Plants - Dicots,weed,4520,172443.9657
5564,Sibara deserti,8,Flowering Plants - Dicots,4.3,17,5058.06729
5565,Sibara filifolia,10,Flowering Plants - Dicots,1B.1,66,1264.516823
5566,Sibaropsis hammittii,17,Flowering Plants - Dicots,1B.2,21,397.4195731
5567,Sibbaldia procumbens,140,Flowering Plants - Dicots,native,2620,549306.1077
5568,Sida rhombifolia,55,Flowering Plants - Dicots,weed,9980,113553.6108
5569,Sida spinosa,31,Flowering Plants - Dicots,weed,4760,127427.1668
5570,Sidalcea calycosa,25,Flowering Plants - Dicots,native,43,4805.163926
5571,Sidalcea covillei,6,Flowering Plants - Dicots,1B.1,36,1011.613458
5572,Sidalcea diploscypha,21,Flowering Plants - Dicots,native,42,11633.55477
5573,Sidalcea gigantea,0,Flowering Plants - Dicots,4.3,7,2529.033645
5574,Sidalcea glaucescens,34,Flowering Plants - Dicots,native,100,20485.17252
5575,Sidalcea hartwegii,25,Flowering Plants - Dicots,native,18,9610.327851
5576,Sidalcea hickmanii,31,Flowering Plants - Dicots,native,47,505.806729
5577,Sidalcea hirsuta,18,Flowering Plants - Dicots,native,18,8345.811029
5578,Sidalcea keckii,20,Flowering Plants - Dicots,1B.1,30,2023.226916
5579,Sidalcea malachroides,21,Flowering Plants - Dicots,4.2,42,4552.260561
5580,Sidalcea malviflora,68,Flowering Plants - Dicots,native,220,51339.38299
5581,Sidalcea multifida,10,Flowering Plants - Dicots,2B.3,5,2023.226916
5582,Sidalcea neomexicana,31,Flowering Plants - Dicots,2B.2,124,42487.76524
5583,Sidalcea oregana,55,Flowering Plants - Dicots,native,569,35912.27776
5584,Sidalcea pedata,8,Flowering Plants - Dicots,1B.1,42,1264.516823
5585,Sidalcea ranunculacea,19,Flowering Plants - Dicots,native,4,4805.163926
5586,Sidalcea reptans,24,Flowering Plants - Dicots,native,18,4552.260561
5587,Sidalcea robusta,8,Flowering Plants - Dicots,1B.2,16,758.7100935
5588,Sidalcea stipularis,5,Flowering Plants - Dicots,1B.1,20,252.9033645
5589,Silene antirrhina,115,Flowering Plants - Dicots,native,1210,189930.4267
5590,Silene aperta,1,Flowering Plants - Dicots,4.3,8,1517.420187
5591,Silene armeria,13,Flowering Plants - Dicots,weed,2413,0
5592,Silene bernardina,8,Flowering Plants - Dicots,native,35,20738.07589
5593,Silene bridgesii,1,Flowering Plants - Dicots,native,11,2781.93701
5594,Silene campanulata,20,Flowering Plants - Dicots,native,63,5816.777384
5595,Silene conoidea,51,Flowering Plants - Dicots,weed,1200,36923.89125
5596,Silene douglasii var. douglasii,3,Flowering Plants - Dicots,native,12,27313.56337
5597,Silene gallica,41,Flowering Plants - Dicots,weed,3370,136242.6555
5598,Silene grayi,1,Flowering Plants - Dicots,native,19,7587.100935
5599,Silene hookeri,71,Flowering Plants - Dicots,native,70,4046.453832
5600,Silene invisa,5,Flowering Plants - Dicots,native,15,3793.550468
5601,Silene laciniata,142,Flowering Plants - Dicots,native,344,118358.7746
5602,Silene latifolia,61672,Flowering Plants - Dicots,weed,11123,196975.592
5603,Silene lemmonii,14,Flowering Plants - Dicots,native,62,31107.11383
5604,Silene marmorensis,1,Flowering Plants - Dicots,1B.2,11,505.806729
5605,Silene menziesii,38,Flowering Plants - Dicots,native,203,41981.95851
5606,Silene noctiflora,226,Flowering Plants - Dicots,weed,2110,127788.4573
5607,Silene nuda,2,Flowering Plants - Dicots,native,23,5058.06729
5608,Silene occidentalis,4,Flowering Plants - Dicots,native,17,2276.130281
5609,Silene oregana,11,Flowering Plants - Dicots,2B.2,41,7334.197571
5610,Silene parishii,12,Flowering Plants - Dicots,native,14,3540.647103
5611,Silene pendula,21,Flowering Plants - Dicots,weed,564,11489.03857
5612,Silene salmonacea,9,Flowering Plants - Dicots,1B.2,7,252.9033645
5613,Silene sargentii,0,Flowering Plants - Dicots,native,33,11127.74804
5614,Silene serpentinicola,20,Flowering Plants - Dicots,1B.2,19,1011.613458
5615,Silene suksdorfii,9,Flowering Plants - Dicots,2B.3,27,252.9033645
5616,Silene verecunda,24,Flowering Plants - Dicots,native,149,17703.23552
5617,Silene vulgaris,12635,Flowering Plants - Dicots,weed,17970,196578.1725
5618,Silybum marianum,157,Flowering Plants - Dicots,weed,30600,1579381.511
5619,Simmondsia chinensis,79646,Flowering Plants - Dicots,native,8045,91045.21122
5620,Sinapis alba,12839,Flowering Plants - Dicots,weed,42160,167566.5436
5621,Sinapis arvensis,183,Flowering Plants - Dicots,weed,20980,2004764.97
5622,Sisymbrium altissimum,102,Flowering Plants - Dicots,weed,3970,118792.3233
5623,Sisymbrium irio,90609,Flowering Plants - Dicots,weed,4190,675251.9832
5624,Sisymbrium loeselii,65,Flowering Plants - Dicots,weed,2640,128041.3606
5625,Sisymbrium officinale,121,Flowering Plants - Dicots,weed,6150,133677.4928
5626,Sisymbrium orientale,88,Flowering Plants - Dicots,weed,1790,144443.9503
5627,Sisyrinchium bellum,14,Flowering Plants - Monocots,native,446,124934.2621
5628,Sisyrinchium californicum,36,Flowering Plants - Monocots,native,170,28578.08019
5629,Sisyrinchium elmeri,12,Flowering Plants - Monocots,native,22,3793.550468
5630,Sisyrinchium funereum,10,Flowering Plants - Monocots,1B.3,12,1264.516823
5631,Sisyrinchium halophilum,1,Flowering Plants - Monocots,native,29,6069.680748
5632,Sisyrinchium hitchcockii,4,Flowering Plants - Monocots,1B.1,22,505.806729
5633,Sisyrinchium idahoense,28,Flowering Plants - Monocots,native,178,16944.52542
5634,Sisyrinchium idahoense var. idahoense,2,Flowering Plants - Monocots,native,14,16185.81533
5635,Sisyrinchium idahoense var. occidentale,1,Flowering Plants - Monocots,native,23,10116.13458
5636,Sisyrinchium longipes,8,Flowering Plants - Monocots,2B.2,20,6069.680748
5637,Sium suave,81,Flowering Plants - Dicots,native,1650,204851.7252
5638,Smelowskia ovalis,18,Flowering Plants - Dicots,1B.2,38,3034.840374
5639,Smilax californica,23,Flowering Plants - Monocots,native,55,10621.94131
5640,Smilax jamesii,78,Flowering Plants - Monocots,4.2,972,1770.323552
5641,Solanum americanum,233,Flowering Plants - Dicots,native,8317,412232.4841
5642,Solanum aviculare,23,Flowering Plants - Dicots,weed,4960,55060.6754
5643,Solanum carolinense,205,Flowering Plants - Dicots,weed,4950,184185.9076
5644,Solanum dimidiatum,13,Flowering Plants - Dicots,weed,295,32227.11447
5645,Solanum douglasii,6,Flowering Plants - Dicots,native,355,101667.1525
5646,Solanum dulcamara,155,Flowering Plants - Dicots,weed,17000,190219.4593
5647,Solanum elaeagnifolium,321,Flowering Plants - Dicots,weed,3930,121971.6799
5648,Solanum furcatum,4,Flowering Plants - Dicots,weed,79,5816.777388
5649,Solanum lanceolatum,4,Flowering Plants - Dicots,weed,199,29409.04841
5650,Solanum marginatum,9,Flowering Plants - Dicots,weed,586,9827.102171
5651,Solanum nigrum,519,Flowering Plants - Dicots,weed,54500,172516.2238
5652,Solanum parishii,3,Flowering Plants - Dicots,native,41,31107.11383
5653,Solanum rostratum,209,Flowering Plants - Dicots,weed,2990,160593.6366
5654,Solanum sisymbriifolium,70,Flowering Plants - Dicots,weed,2190,76954.88097
5655,Solanum triflorum,117,Flowering Plants - Dicots,weed,685,50074.86621
5656,Solanum umbelliferum,0,Flowering Plants - Dicots,native,181,78652.94636
5657,Solanum wallacei,2,Flowering Plants - Dicots,1B.1,59,2781.93701
5658,Solanum xanti,1,Flowering Plants - Dicots,native,155,68789.71514
5659,Soleirolia soleirolii,22,Flowering Plants - Dicots,weed,605,101089.0878
5660,Solidago confinis,1,Flowering Plants - Dicots,native,38,17450.33215
5661,Solidago elongata,11,Flowering Plants - Dicots,native,106,50833.57626
5662,Solidago guiradonis,1,Flowering Plants - Dicots,4.3,17,758.7100935
5663,Solidago lepida var. salebrosa,1,Flowering Plants - Dicots,native,25394,20990.97925
5664,Solidago multiradiata,57,Flowering Plants - Dicots,native,657,189930.4267
5665,Solidago spectabilis,1,Flowering Plants - Dicots,native,1427,8598.714393
5666,Solidago velutina,6,Flowering Plants - Dicots,native,177,82193.59346
5667,Soliva sessilis,13,Flowering Plants - Dicots,weed,898,76160.04183
5668,Sonchus arvensis,95,Flowering Plants - Dicots,weed,14800,174936.8703
5669,Sonchus oleraceus,208,Flowering Plants - Dicots,weed,36100,151994.9222
5670,Sonchus tenerrimus,15,Flowering Plants - Dicots,weed,1610,75834.88036
5671,Sorbus aucuparia,279,Flowering Plants - Dicots,weed,32900,151380.7283
5672,Sorbus californica,6,Flowering Plants - Dicots,native,47,14162.58841
5673,Sorbus scopulina,19,Flowering Plants - Dicots,native,714,74606.49253
5674,Sorbus sitchensis,6,Flowering Plants - Dicots,native,504,43499.37869
5675,Sorbus sitchensis var. grayi,1,Flowering Plants - Dicots,native,53,8851.617758
5676,Sorbus sitchensis var. sitchensis,1,Flowering Plants - Dicots,native,9,8851.617758
5677,Sorghum bicolor,1089672,Flowering Plants - Monocots,weed,247697,163700.7351
5678,Sorghum halepense,3289,Flowering Plants - Monocots,weed,24500,169517.5125
5679,Sparaxis tricolor,0,Flowering Plants - Monocots,weed,654,14487.74989
5680,Sparganium angustifolium,62,Flowering Plants - Monocots,native,1831,917280.503
5681,Sparganium emersum,73,Flowering Plants - Monocots,native,4024,1822168.741
5682,Sparganium eurycarpum,126,Flowering Plants - Monocots,native,9020,130245.2327
5683,Sparganium natans,30,Flowering Plants - Monocots,4.3,2463,1129466.426
5684,Spartina alterniflora,1653,Flowering Plants - Monocots,weed,36300,18570.33278
5685,Spartina densiflora,63,Flowering Plants - Monocots,weed,2800,3612.90521
5686,Spartina foliosa,27,Flowering Plants - Monocots,native,2190,3721.292366
5687,Spartina gracilis,32,Flowering Plants - Monocots,4.2,488,11200.00615
5688,Spartina patens,56,Flowering Plants - Monocots,weed,10400,19726.46245
5689,Spartium junceum,32,Flowering Plants - Dicots,weed,9200,626947.4406
5690,Spergula arvensis,32,Flowering Plants - Dicots,weed,9440,164170.4127
5691,Spergularia atrosperma,1,Flowering Plants - Dicots,native,10,2529.033645
5692,Spergularia canadensis var. occidentalis,1,Flowering Plants - Dicots,2B.1,9,10621.94131
